Organism	Protein	COG	Cat	Annotation
40	40	COG5782	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit NdhV, DUF2996 (PF11210) domain
40	46	COG5783	C	Chloroplast senescence-associated protein CSAP, DUF1997 (PF09366) domain
40	40	COG5784	C	Uncharacterized cyanobacterial/plant protein Pro1025, DUF3531 (PF12049) domain
37	38	COG5785	C	Uncharacterized cyanobacterial/chloroplast protein CR066, DUF3172 (PF11371) domain
40	41	COG5786	C	Cyanobacterial/plant protein LPA3, possible role in PSII assembly, DUF1995 (PF09353) domain
38	38	COG5787	C	Uncharacterized cyanobacterial/plant protein Alr2454, DUF3067 (PF11267) family
39	39	COG5788	T C	Cyanobacterial/chloroplast protein SipA, regulator of sensor kinase NblS (Hik33), DUF3148 (PF11347) family
39	39	COG5789	C	Uncharacterized cyanobacterial/plant protein Pro1627, DUF3143 (PF11341) family
40	40	COG5790	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific subunit S (CRR31)
40	40	COG5791	C	NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific auxiliary subunit CRR7
22	31	COG5792	T C	Fusion of CP12 with N-terminal CBS domain pair
