Organism	Protein	COG	Cat	Annotation
97	103	COG4330	S	Uncharacterized membrane protein, DUF1361 domain
24	24	COG4331	S	Uncharacterized membrane protein, DUF2127 domain
41	42	COG4332	S	Uncharacterized conserved protein, DUF1062 domain
120	126	COG4333	S	Uncharacterized conserved protein, DUF1643 domain
50	57	COG4334	S	Uncharacterized conserved protein, DUF2255 domain
162	167	COG4336	S	Uncharacterized conserved protein YcsI, UPF0317/DUF1446 family
40	46	COG4337	S	Uncharacterized conserved protein
225	225	COG4338	S	Uncharacterized conserved protein, DUF2256 family
89	103	COG4347	S	Uncharacterized membrane protein YpjA
84	115	COG4354	S	Uncharacterized conserved protein, contains GBA2_N and DUF608 domains
69	69	COG4357	S	Uncharacterized conserved protein, contains Zn-finger domain of CHY type
15	15	COG4367	S	Uncharacterized conserved protein, DUF2316 domain
53	75	COG4370	S	Uncharacterized conserved protein
40	48	COG4371	S	Uncharacterized membrane protein
179	213	COG4372	S	Uncharacterized protein, contains DUF3084 domain
67	74	COG4378	S	Uncharacterized conserved protein, DUF2325 domain
79	83	COG4380	S	Uncharacterized conserved protein, DUF799 domain
60	60	COG4390	S	Uncharacterized conserved protein, DUF2322 domain
293	293	COG4391	S	Uncharacterized protein, contains Zn-finger domain
58	61	COG4393	S	Uncharacterized membrane protein
193	218	COG4399	S	Uncharacterized membrane protein YheB, UPF0754 family
57	74	COG4402	S	Uncharacterized conserved protein, DUF2330 domain
10	10	COG4408	S	Uncharacterized conserved protein
274	309	COG4420	S	Uncharacterized membrane protein
68	101	COG4423	S	Uncharacterized conserved protein
76	97	COG4425	S	Uncharacterized membrane protein
116	132	COG4427	S	Uncharacterized conserved protein, DUF2332 domain
323	509	COG4430	S	Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family
71	81	COG4443	S	Uncharacterized conserved protein
192	232	COG4446	S	Uncharacterized conserved protein, DUF1499 family
195	319	COG4453	S	Uncharacterized conserved protein, DUF1778 family
167	240	COG4456	S	Virulence-associated protein VagC (function unknown)
45	47	COG4460	S	Uncharacterized conserved protein, DUF4440 domain
143	144	COG4466	S	Uncharacterized conserved protein Veg, DUF1021 family
73	74	COG4470	S	Uncharacterized conserved protein YutD, DUF1027 family
70	70	COG4471	S	Uncharacterized conserved protein YlbG, UPF0298 family
174	176	COG4472	S	Uncharacterized conserved protein, UPF0297 family
94	94	COG4475	S	Uncharacterized conserved protein YwlG, UPF0340 family
58	58	COG4476	S	Uncharacterized conserved protein YktA, UPF0223 family
76	80	COG4478	S	Uncharacterized membrane protein
60	60	COG4479	S	Uncharacterized conserved protein YozE, UPF0346 family
187	187	COG4481	S	Uncharacterized conserved protein, DUF951 family
62	62	COG4483	S	Uncharacterized conserved protein YqgQ, DUF910 family
94	127	COG4485	S	Uncharacterized membrane protein YfhO
97	102	COG4487	S	Uncharacterized conserved protein, contains DUF2130 domain
55	55	COG4493	S	Uncharacterized conserved protein YktB, UPF0637 family
21	35	COG4495	S	Uncharacterized conserved protein, DUF4176 domain
136	136	COG4506	S	Uncharacterized beta-barrel protein YwiB, DUF1934 family
61	101	COG4509	S	Uncharacterized conserved protein
95	95	COG4517	S	Uncharacterized conserved protein, DUF1820 domain
39	42	COG4519	S	Uncharacterized conserved protein
141	143	COG4530	S	Uncharacterized conserved protein
69	77	COG4538	S	Uncharacterized conserved protein, contains SnoaL-like domain
84	99	COG4541	S	Uncharacterized membrane protein
230	269	COG4544	S	Uncharacterized conserved protein
149	169	COG4549	S	Uncharacterized conserved protein YcnI, contains cohesin/reeler-like domain
236	554	COG4625	S	Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain
218	241	COG4628	S	Uncharacterized conserved protein, DUF2132 family
47	62	COG4640	S	Uncharacterized protein YvbJ, contains N-terminal Zn ribbon domain
151	207	COG4642	S	Uncharacterized conserved protein
126	129	COG4648	S	Uncharacterized membrane protein
159	159	COG4649	S	TPR-like repeat domain
42	61	COG4652	S	Uncharacterized conserved protein, DUF1430 domain
93	135	COG4676	S	Uncharacterized conserved protein YfaP, DUF2135 family
241	244	COG4681	S	Uncharacterized conserved protein YaeQ, suppresses RfaH defect
69	77	COG4682	S	Uncharacterized membrane protein YiaA
88	114	COG4683	S	Uncharacterized conserved protein
97	105	COG4684	S	Uncharacterized membrane protein
11	11	COG4685	S	Uncharacterized conserved protein YfaA, DUF2138 family
43	44	COG4687	S	Uncharacterized conserved protein
24	29	COG4688	S	Uncharacterized conserved protein
14	15	COG4697	S	Uncharacterized conserved protein, DUF2139 domain
52	52	COG4698	S	Uncharacterized conserved protein YpmS, DUF2140 family
29	29	COG4699	S	Uncharacterized conserved protein, DUF1033 domain
73	75	COG4700	S	Uncharacterized conserved protein ECs_4300, contains TPR-like domain
108	108	COG4701	S	Uncharacterized conserved protein
102	109	COG4702	S	Uncharacterized conserved protein, UPF0303 family
32	33	COG4703	S	Uncharacterized conserved protein YkuJ, DUF1797 family
157	229	COG4704	S	Uncharacterized conserved protein, DUF2141 family
92	125	COG4705	S	Uncharacterized membrane-anchored protein
115	137	COG4709	S	Uncharacterized membrane protein
83	93	COG4711	S	Uncharacterized membrane protein
37	42	COG4713	S	Uncharacterized membrane protein
48	48	COG4714	S	Uncharacterized membrane-anchored protein
220	251	COG4715	S	Uncharacterized protein, contains SWIM-type Zn finger domain
120	139	COG4716	S	Myosin-crossreactive antigen (function unknown)
262	290	COG4717	S	Uncharacterized conserved protein YhaN, contains AAA domain
50	60	COG4719	S	Uncharacterized conserved protein, UCP014979 family
50	59	COG4727	S	Uncharacterized conserved protein, DUF2145 domain
176	181	COG4728	S	Uncharacterized conserved protein, DUF1653 family
138	148	COG4729	S	Uncharacterized conserved protein, DUF1850 family
280	379	COG4731	S	Uncharacterized conserved protein, DUF2147 family
58	61	COG4735	S	Uncharacterized conserved protein YaaW, UPF0174 family
102	133	COG4737	S	Uncharacterized conserved protein
64	70	COG4739	S	Uncharacterized conserved protein, contains ferredoxin domain
68	127	COG4743	S	Uncharacterized membrane protein, DUF1616 domain
85	102	COG4744	S	Uncharacterized conserved protein, DUF2149 domain
53	66	COG4746	S	Uncharacterized conserved protein
146	160	COG4748	S	Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain
53	53	COG4749	S	Uncharacterized conserved protein, DUF2150 domain
92	92	COG4752	S	Uncharacterized conserved protein
23	23	COG4755	S	Uncharacterized conserved protein, DUF2153 domain
205	211	COG4760	S	Uncharacterized membrane protein, YccA/Bax inhibitor family
78	86	COG4762	S	Uncharacterized conserved protein, UPF0548 family
64	71	COG4763	S	Uncharacterized membrane protein YcfT
140	140	COG4765	S	Uncharacterized conserved protein, DUF2155 domain
85	106	COG4768	S	Uncharacterized conserved protein YoxC, contains an MCP-like domain
158	161	COG4769	S	Uncharacterized membrane protein
115	151	COG4803	S	Uncharacterized membrane protein
292	616	COG4805	S	Uncharacterized conserved protein, DUF885 family
177	180	COG4807	S	Uncharacterized conserved protein YehS, DUF1456 family
27	32	COG4808	S	Uncharacterized lipoprotein YehR, DUF1307 family
59	59	COG4811	S	Uncharacterized membrane protein YobD, UPF0266 family
30	67	COG4814	S	Uncharacterized conserved protein with an alpha/beta hydrolase fold
55	59	COG4815	S	Uncharacterized conserved protein
77	99	COG4818	S	Uncharacterized membrane protein MJ1443, UPF0132 family
146	162	COG4828	S	Uncharacterized membrane protein
32	38	COG4834	S	Uncharacterized conserved protein, DUF2184 domain
16	16	COG4835	S	Uncharacterized conserved protein
58	58	COG4836	S	Uncharacterized membrane protein YwzB
52	52	COG4838	S	Uncharacterized conserved protein YlaN, UPF0358 family
46	46	COG4840	S	Uncharacterized conserved protein YfkK, UPF0435 family
54	61	COG4841	S	Uncharacterized conserved protein YneR, related to HesB/YadR/YfhF family
133	150	COG4843	S	Uncharacterized conserved protein YebE, UPF0316/DUF2179 family
55	81	COG4844	S	Uncharacterized conserved protein YuzB, UPF0349 family
19	19	COG4847	S	Uncharacterized conserved protein, DUF2175 family
100	103	COG4852	S	Uncharacterized membrane protein
17	22	COG4854	S	Uncharacterized membrane protein AF1626, predicted component of bacteriocin or quorum sensing system, DUF2178 family
36	37	COG4858	S	Uncharacterized membrane-anchored protein
50	52	COG4859	S	Uncharacterized protein, contains DUF2185 domain
59	62	COG4861	S	Uncharacterized conserved protein
169	178	COG4864	S	Uncharacterized conserved protein YqfA, UPF0365 family
121	131	COG4866	S	Uncharacterized protein, contains DUF2156 domain
168	171	COG4867	S	Uncharacterized conserved protein, contains von Willebrand factor type A (vWFA) domain
88	89	COG4868	S	Uncharacterized conserved protein, UPF0371 family
92	93	COG4872	S	Uncharacterized membrane protein
26	29	COG4873	S	Uncharacterized conserved protein YkvS, DUF2187 family
123	126	COG4874	S	Uncharacterized conserved protein
36	36	COG4876	S	Uncharacterized conserved protein YdaT
180	182	COG4877	S	Uncharacterized conserved protein
18	18	COG4878	S	Uncharacterized conserved protein, DUF2194 domain
25	25	COG4879	S	Uncharacterized protein, contains DUF2192 domain
20	22	COG4883	S	Uncharacterized conserved protein, DUF2193 domain
22	22	COG4884	S	Uncharacterized conserved protein YfeS, contains WGR domain
28	28	COG4885	S	Uncharacterized conserved protein
61	66	COG4887	S	Uncharacterized metal-binding protein MJ0455, DUF1847 family
196	205	COG4890	S	Predicted outer membrane lipoprotein
82	94	COG4891	S	Uncharacterized conserved protein
10	10	COG4893	S	Uncharacterized conserved protein, DUF2195 domain
126	132	COG4895	S	Uncharacterized conserved protein YwbE, DUF2196 family
37	37	COG4896	S	Uncharacterized conserved protein YlaI, DUF2197 family
20	20	COG4897	S	General stress protein CsbA (function unknown)
167	172	COG4898	S	Uncharacterized conserved protein
43	46	COG4899	S	Uncharacterized conserved protein, DUF2199 domain
4	4	COG4904	S	Uncharacterized conserved protein
85	148	COG4905	S	Uncharacterized membrane protein
16	19	COG4906	S	Uncharacterized membrane protein
76	84	COG4907	S	Uncharacterized membrane protein
92	93	COG4911	S	Uncharacterized conserved protein, DUF2203 domain
161	185	COG4913	S	Uncharacterized conserved protein, contains a C-terminal ATPase domain
38	44	COG4916	S	Uncharacterized conserved protein
25	25	COG4920	S	Uncharacterized membrane protein
16	16	COG4921	S	Uncharacterized conserved protein, DUF2209 domain
85	93	COG4924	S	Uncharacterized conserved protein
97	105	COG4925	S	Uncharacterized conserved protein
132	136	COG4929	S	Uncharacterized membrane-anchored protein
50	51	COG4939	S	Membrane-anchored lipoprotein Tpp15, major membrane immunogen
90	105	COG4944	S	Uncharacterized conserved protein
159	242	COG4946	S	Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats
166	172	COG4949	S	Uncharacterized membrane-anchored protein
93	114	COG4950	S	N-terminal domain of uncharacterized protein YciW (function unknown)
68	73	COG4951	S	Uncharacterized conserved protein
74	75	COG4954	S	Uncharacterized conserved protein, DUF2000 domain
70	72	COG4955	S	Uncharacterized conserved protein YpbB, contains C-terminal HTH domain
42	42	COG4984	S	Uncharacterized membrane protein
143	214	COG4991	S	Uncharacterized conserved protein YraI
87	95	COG4994	S	Uncharacterized protein CV0675, UCP033623 family
268	1120	COG4995	S	Uncharacterized conserved protein, contains CHAT domain
264	265	COG5011	S	Uncharacterized conserved protein, DUF2344 family
43	43	COG5135	S	Uncharacterized conserved protein
4	4	COG5148	S	vWFA (von Willebrand factor type A) domain-containing protein
36	37	COG5255	S	Uncharacterized conserved protein
236	360	COG5267	S	Uncharacterized conserved protein, DUF1800 family
256	399	COG5276	S	Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain
69	70	COG5293	S	Uncharacterized conserved protein YydD, contains DUF2326 domain
35	64	COG5294	S	Uncharacterized conserved protein YxeA, DUF1093 family
131	155	COG5316	S	Uncharacterized protein, contains DUF4139 domain
80	82	COG5317	S	Uncharacterized conserved protein, DUF1465 domain
196	202	COG5319	S	Uncharacterized conserved protein, DUF1178 domain
125	125	COG5321	S	Uncharacterized conserved protein
129	129	COG5328	S	Uncharacterized conserved protein, UPF0262 family
70	190	COG5330	S	Uncharacterized conserved protein, DUF2336 family
96	114	COG5331	S	Uncharacterized conserved protein
127	147	COG5338	S	Uncharacterized conserved protein
144	154	COG5339	S	Uncharacterized conserved protein YdgA, DUF945 family
160	176	COG5341	S	Uncharacterized conserved protein
102	106	COG5345	S	Uncharacterized conserved protein, DUF2333 domain
33	33	COG5346	S	Uncharacterized membrane protein
147	265	COG5349	S	Uncharacterized conserved protein, DUF983 family
79	261	COG5351	S	Uncharacterized conserved protein, DUF2169 domain
140	176	COG5352	S	Uncharacterized conserved protein
61	61	COG5353	S	Uncharacterized conserved protein YpmB, contains C-terminal PepSY domain
201	204	COG5373	S	Uncharacterized membrane protein
147	148	COG5375	S	Uncharacterized conserved protein
27	36	COG5381	S	Uncharacterized conserved protein
103	135	COG5388	S	Uncharacterized conserved protein
162	162	COG5389	S	Uncharacterized conserved protein, DUF721 domain
128	133	COG5393	S	Uncharacterized membrane protein YqjE
71	76	COG5395	S	Uncharacterized membrane protein
53	59	COG5397	S	Uncharacterized conserved protein
20	20	COG5399	S	Uncharacterized conserved protein, DUF2286 domain
86	89	COG5400	S	Uncharacterized conserved protein
64	66	COG5402	S	Uncharacterized protein, contains DUF1214 domain
134	138	COG5403	S	Uncharacterized conserved protein, DUF937 domain
91	117	COG5410	S	Uncharacterized conserved protein
53	53	COG5413	S	Uncharacterized integral membrane protein
169	176	COG5416	S	Uncharacterized integral membrane protein YrvD
43	46	COG5418	S	Predicted secreted protein
61	64	COG5420	S	Uncharacterized protein, UPF0437 family
83	123	COG5423	S	Predicted metal-binding protein
99	107	COG5425	S	Usg protein (tryptophan operon, function unknown)
54	75	COG5427	S	Predicted membrane glycosyltransferase AF0583, Arch_YYY/DUF2298 family
154	163	COG5429	S	Uncharacterized conserved protein, DUF1223 domain
54	99	COG5435	S	Uncharacterized conserved protein
61	63	COG5436	S	Uncharacterized membrane protein
168	239	COG5438	S	Uncharacterized membrane protein
10	11	COG5445	S	Uncharacterized conserved protein YfaQ, DUF2300 domain
135	135	COG5447	S	Uncharacterized conserved protein, DUF1491 domain
104	122	COG5448	S	Uncharacterized conserved protein, DUF2460 domain
112	133	COG5449	S	Uncharacterized conserved protein, DUF2163 domain
57	58	COG5451	S	Predicted secreted protein
89	89	COG5452	S	Uncharacterized conserved protein
71	71	COG5453	S	Uncharacterized conserved protein
125	125	COG5454	S	Predicted secreted protein
139	357	COG5457	S	Uncharacterized conserved protein YjiS, DUF1127 family
127	129	COG5458	S	Uncharacterized conserved protein, DUF1489 domain
110	111	COG5460	S	Uncharacterized conserved protein, DUF2164 family
124	124	COG5462	S	Predicted secreted (periplasmic) protein
108	120	COG5463	S	Uncharacterized conserved protein YgiB, UPF0441/DUF1190 family, involved in bioifilm formation
64	80	COG5466	S	Predicted small metal-binding protein
122	133	COG5467	S	Uncharacterized conserved protein, DUF1476 domain
131	131	COG5468	S	Predicted lipoprotein involved in lipopolysaccharide assembly
100	152	COG5469	S	Predicted metal-binding protein
271	476	COG5470	S	Uncharacterized conserved protein, DUF1330 family
57	60	COG5472	S	Predicted small integral membrane protein
225	327	COG5473	S	Uncharacterized membrane protein
65	69	COG5475	S	Uncharacterized conserved protein YodC, DUF2158 family
108	112	COG5477	S	Predicted small integral membrane protein
74	91	COG5480	S	Uncharacterized membrane protein
161	161	COG5481	S	Uncharacterized conserved protein, DUF465 domain
66	66	COG5482	S	Uncharacterized conserved protein, DUF2161 domain
215	249	COG5483	S	Uncharacterized conserved protein, DUF488 family
76	97	COG5484	S	Uncharacterized conserved protein YjcR, contains N-terminal HTH domain
89	112	COG5486	S	Predicted metal-binding membrane protein
304	385	COG5487	S	Uncharacterized membrane protein YtjA, UPF0391 family
163	166	COG5488	S	Uncharacterized membrane protein
99	295	COG5489	S	Uncharacterized conserved protein, DUF736 family
96	188	COG5490	S	Predicted polyhydroxyalkanoate (PHA)-binding protein, phasin family
31	32	COG5497	S	Predicted secreted protein
116	142	COG5500	S	Uncharacterized membrane protein
177	292	COG5501	S	Sulfur oxidation protein SoxY
148	227	COG5502	S	Uncharacterized conserved protein, DUF2267 family
140	172	COG5505	S	Uncharacterized membrane protein YjcL
49	52	COG5506	S	Uncharacterized conserved protein YueI, DUF2278 family
171	185	COG5507	S	Uncharacterized conserved protein YbaA, DUF1428 family
148	148	COG5508	S	Uncharacterized conserved protein, DUF1674 domain
73	73	COG5509	S	Uncharacterized small protein, DUF1192 family
195	266	COG5510	S	Predicted small secreted protein
31	31	COG5514	S	Uncharacterized conserved protein, DUF1794 domain
100	99	COG5515	S	Uncharacterized conserved protein, DUF1737 domain
63	69	COG5522	S	Uncharacterized membrane protein YwaF
63	81	COG5523	S	Uncharacterized membrane protein
89	95	COG5528	S	Uncharacterized membrane protein
62	82	COG5530	S	Uncharacterized membrane protein
27	28	COG5532	S	Uncharacterized conserved protein YfdQ, DUF2303 family
49	49	COG5544	S	Uncharacterized conserved protein YfiM, DUF2279 family
22	31	COG5546	S	Uncharacterized membrane protein
45	47	COG5547	S	Uncharacterized membrane protein
31	31	COG5548	S	Uncharacterized membrane protein, UPF0136 family
118	118	COG5552	S	Uncharacterized conserved protein, DUF2277 domain
17	21	COG5556	S	Uncharacterized conserved protein
37	42	COG5559	S	Uncharacterized conserved protein, DUF2281 domain
64	89	COG5561	S	Predicted metal-binding protein, contains CGGC domain
64	116	COG5563	S	Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats
96	121	COG5564	S	Predicted TIM-barrel enzyme
122	123	COG5567	S	Small periplasmic lipoprotein YifL (function unknown)
105	106	COG5568	S	Uncharacterized conserved protein, DUF1150 family
124	132	COG5570	S	Uncharacterized conserved protein, DUF465 domain
130	160	COG5572	S	Uncharacterized membrane protein
73	118	COG5578	S	Uncharacterized membrane protein YesL
122	132	COG5579	S	Uncharacterized conserved protein, DUF1810 family
53	57	COG5582	S	Uncharacterized conserved protein YpiB, UPF0302 family
73	77	COG5583	S	Uncharacterized conserved protein YezD
52	52	COG5584	S	Uncharacterized conserved protein YtzB
34	35	COG5586	S	Uncharacterized protein, contains DUF2293 domain
263	296	COG5587	S	Uncharacterized protein, contains DUF2461 domain
83	109	COG5588	S	Uncharacterized conserved protein, DUF1326 domain
77	78	COG5589	S	Uncharacterized conserved protein, DUF2390 domain
87	119	COG5591	S	Uncharacterized conserved protein
325	351	COG5607	S	CHAD domain, binds inorganic polyphosphates
102	107	COG5615	S	Uncharacterized membrane protein
62	72	COG5618	S	Predicted periplasmic lipoprotein
13	13	COG5619	S	Uncharacterized conserved protein, DUF2290 domain
42	56	COG5620	S	Uncharacterized conserved protein, DUF1851 domain
97	97	COG5626	S	Uncharacterized protein Ssr3000, DUF2288 family
88	87	COG5633	S	Uncharacterized conserved protein YcfL
35	37	COG5634	S	Uncharacterized conserved protein YukJ, DUF2278 family
220	341	COG5637	S	Uncharacterized protein, contains SRPBCC domain
84	148	COG5639	S	Uncharacterized conserved protein, DUF2274 domain
70	108	COG5645	S	Uncharacterized conserved protein YceK
158	213	COG5649	S	Uncharacterized conserved protein, DUF1801 domain
92	119	COG5650	S	Uncharacterized membrane protein
27	273	COG5651	S	PPE-repeat protein
264	288	COG5652	S	VanZ-like family protein (function unknown)
16	16	COG5876	S	Uncharacterized sporulation protein YozQ
